98 0 jytbrq 2024-09-20 11:48:00 拍照记录 2024-09-24 08:01:28.537000 NULL 1 表前管道 0 1 居民 NULL NULL NULL NULL NULL
99 0 jytbrq 2024-09-20 11:50:09 锈蚀 2024-09-20 13:53:48.653000 3 2 表前管道 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
100 0 jytbrq 2024-09-20 11:51:06 阀门接头漏气 2024-09-20 13:53:55.003000 3 2 表前管道 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
101 0 jytbrq 2024-09-20 11:51:26 拍照记录 2024-09-25 08:26:37.116000 NULL 1 户内燃气管道 0 1 居民 NULL NULL NULL NULL NULL
102 0 jytbrq 2024-09-20 11:53:06 锈蚀 2024-09-20 11:53:06 3 2 户内燃气管道 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
103 0 jytbrq 2024-09-20 11:53:26 损坏 2024-09-20 11:53:26 3 2 户内燃气管道 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
104 0 jytbrq 2024-09-20 11:54:00 私拉乱接燃气管道 2024-09-20 11:54:00 3 2 户内燃气管道 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
105 0 jytbrq 2024-09-20 11:54:12 拍照记录 2024-09-20 11:54:25.792000 NULL 1 燃气表 1 1 居民 NULL NULL NULL NULL NULL
106 0 jytbrq 2024-09-20 11:54:39 破损变形 2024-09-20 11:54:39 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
107 0 jytbrq 2024-09-20 11:54:56 锈蚀 2024-09-20 11:54:56 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
108 0 jytbrq 2024-09-20 11:57:59 失效（铅封脱落） 2024-09-20 11:57:59 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
109 0 jytbrq 2024-09-20 11:58:23 失效（表窗损坏） 2024-09-20 11:58:23 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
110 0 jytbrq 2024-09-20 11:58:48 失效（读数不准） 2024-09-20 11:58:48 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
111 0 jytbrq 2024-09-20 11:59:05 失效（不走数） 2024-09-20 11:59:05 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
112 0 jytbrq 2024-09-20 11:59:56 气表到期（使用年限超过十年） 2024-09-20 11:59:56 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
113 0 jytbrq 2024-09-20 12:00:13 表号不符 2024-09-20 12:00:13 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
114 0 jytbrq 2024-09-20 12:00:29 密封 2024-09-20 12:00:29 3 2 燃气表 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
115 0 jytbrq 2024-09-20 12:00:39 拍照记录 2024-09-24 08:09:22.768000 NULL 1 燃气阀门 0 1 居民 NULL NULL NULL NULL NULL
116 0 jytbrq 2024-09-20 12:01:10 入户无总球阀 2024-09-20 12:01:10 3 2 燃气阀门 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
117 0 jytbrq 2024-09-20 12:01:25 燃气停用 2024-09-20 12:01:25 3 2 燃气阀门 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
118 0 jytbrq 2024-09-20 12:01:35 拍照记录 2024-09-24 08:08:58.434000 NULL 1 燃气软管 0 1 居民 NULL NULL NULL NULL NULL
119 0 jytbrq 2024-09-20 13:28:30 老化（变硬） 2024-09-24 08:08:27.374000 3 2 燃气软管 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
120 0 jytbrq 2024-09-20 13:28:58 老化（龟裂） 2024-09-24 08:07:22.477000 3 2 燃气软管 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
121 0 jytbrq 2024-09-20 13:31:20 未紧箍（接口处未使用管箍扎紧） 2024-09-24 08:05:57.178000 3 2 燃气软管 0 1 居民 相关部门进行整改 NULL 1 NULL NULL
122 0 jytbrq 2024-09-20 13:32:11 软管穿墙 2024-09-24 08:07:29.702000 3 2 燃气软管 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
123 0 jytbrq 2024-09-20 13:32:36 超长（长度超过2m） 2024-09-24 08:07:42.878000 3 2 燃气软管 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
124 0 jytbrq 2024-09-20 13:32:58 使用非燃气专用软管 2024-09-24 08:07:57.719000 3 2 燃气软管 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
125 0 jytbrq 2024-09-20 13:33:09 拍照记录 2024-09-20 13:33:23.865000 NULL 1 燃气设备 1 1 居民 NULL NULL NULL NULL NULL
126 0 jytbrq 2024-09-20 13:33:57 设备安放位置不正确（卫生间） 2024-09-20 13:36:34.654000 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
127 0 jytbrq 2024-09-20 13:35:37 设备安放位置不正确（卧室） 2024-09-20 13:36:26.132000 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
128 0 jytbrq 2024-09-20 13:36:13 设备安放位置不正确（客厅过道） 2024-09-20 13:36:13 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
129 0 jytbrq 2024-09-20 13:37:04 设备安放位置不正确（密闭房间） 2024-09-20 13:37:04 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
130 0 jytbrq 2024-09-20 13:37:26 使用淘汰设备（直排热水器） 2024-09-20 13:37:47.248000 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
131 0 jytbrq 2024-09-20 13:38:09 使用淘汰设备（热水器超龄） 2024-09-20 13:38:09 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
132 0 jytbrq 2024-09-20 13:38:39 热水器烟道（未安装） 2024-09-20 13:38:39 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
133 0 jytbrq 2024-09-20 13:39:16 热水器烟道（安装不规范） 2024-09-20 13:39:16 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
134 0 jytbrq 2024-09-20 13:40:01 灶具无熄火装置 2024-09-20 13:40:01 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
135 0 jytbrq 2024-09-20 13:40:21 单眼灶 2024-09-20 13:40:21 3 2 燃气设备 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
136 0 jytbrq 2024-09-20 13:40:32 拍照记录 2024-09-25 08:25:05.204000 NULL 1 其他 0 1 居民 NULL NULL NULL NULL NULL
137 0 jytbrq 2024-09-20 13:42:19 包封暗埋封闭（管道） 2024-09-20 13:42:19 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
138 0 jytbrq 2024-09-20 13:42:47 包封暗埋封闭（气表） 2024-09-20 13:42:47 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
139 0 jytbrq 2024-09-20 13:43:27 包封暗埋封闭（总球阀） 2024-09-20 13:43:27 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
140 0 jytbrq 2024-09-20 13:44:05 包封暗埋封闭（软管） 2024-09-20 13:44:05 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
141 0 jytbrq 2024-09-20 13:44:27 私自迁移燃气设施及设备 2024-09-20 13:44:27 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
142 0 jytbrq 2024-09-20 13:45:36 燃气设备与电源插座及开关不符合要求（间距小于15cm） 2024-09-20 13:45:36 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
143 0 jytbrq 2024-09-20 13:46:14 燃气设施及设备上搭挂物品 2024-09-20 13:46:14 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
144 0 jytbrq 2024-09-20 13:46:40 燃气设施被作为电器接地线使用 2024-09-20 13:46:40 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
145 0 jytbrq 2024-09-20 13:47:07 使用三通（羊角三通） 2024-09-20 13:47:07 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
146 0 jytbrq 2024-09-20 13:47:57 使用三通（旋塞阀） 2024-09-20 13:47:57 3 2 其他 1 1 居民 相关部门进行整改 NULL 1 NULL NULL
147 0 jytbrq 2024-09-25 09:24:32 阀门、管道锈蚀 2024-09-25 09:26:02.967000 3 2 表后管道 1 1 居民 更换锈蚀阀门、管道 NULL 7 NULL NULL
148 0 jytbrq 2024-09-25 09:26:45 阀门、管道漏气 2024-09-25 09:26:45 1 2 表后管道 1 1 居民 整改漏气点 NULL 3 NULL NULL
